"","V1","V2","V3","V4","V5"
"1",-1.94271134338242,-0.505667037338117,0.750556773445955,2.06187068159402,3.63832161816644
"2",-1.89349395110746,-0.466548443134313,0.776600171947669,2.07267330749202,3.63411556733664
"3",-1.80917394541045,-0.399529856142608,0.821218129304776,2.09118053501762,3.62690969529187
"4",-1.73255272100044,-0.338630356074283,0.861762274132392,2.10799797260344,3.62036175051096
"5",-1.62573246971987,-0.253728294679999,0.918286243450606,2.13144373351458,3.61123303825848
"6",-1.56563047419971,-0.205958482761901,0.950089233140963,2.14463539895203,3.60609680408365
"7",-1.50331050774889,-0.156425800028712,0.983065862837716,2.15831388234016,3.60077102513622
"8",-1.40720482149389,-0.0800398079226091,1.03392021670516,2.17940792502739,3.59255796483206
"9",-1.32204836857907,-0.0123564023675212,1.0789807803265,2.19809874262943,3.58528061097811
"10",-1.25155785139314,0.0436703354594395,1.11628085947675,2.21357056365932,3.57925658788471
"11",-1.16517141534029,0.11233134685484,1.16199226904535,2.23253134776209,3.57187412129825
"12",-1.08372496979486,0.177065992480668,1.20508968108985,2.25040786333602,3.56491381950976
"13",-0.991207668389671,0.250599891714171,1.25404523995465,2.27071429866113,3.55700741749382
"14",-0.806494162370895,0.397412478425219,1.35178644919047,2.31125669240664,3.54122205384436
"15",-0.675802456202626,0.501287868220051,1.42094200618984,2.33994195057784,3.53005331925263
"16",-0.599355814419918,0.562048607710115,1.4613937704765,2.35672106930976,3.52352029369197
"17",-0.418285703498404,0.705965378671823,1.55720707598861,2.39646378158271,3.50804628930101
"18",-0.281755801365929,0.81448103897715,1.6294519161441,2.42643045353384,3.4963786302306
"19",-0.172032974646277,0.901690103094643,1.68751178399745,2.45051329473647,3.4870018671743
"20",-0.0575982412484395,0.992644249084214,1.74806495872027,2.47563034279126,3.47722243094698
"21",0.0299269586513723,1.06221036394649,1.79437894542478,2.49484107178807,3.46974264670945
"22",-1.11789368823807,0.170190423573173,1.24699667196431,2.32147720165978,3.61506988897733
"23",-1.11104432685832,0.173006204904051,1.24284780546689,2.31279953096056,3.60836366914197
"24",-1.10526348045659,0.175382718341079,1.23934617099093,2.30547559539814,3.60270363390011
"25",-1.10227981808136,0.176609305803774,1.23753887595027,2.30169549998592,3.59978232566651
"26",-1.09927505252395,0.17784456881123,1.23571879807098,2.29788866829226,3.59684035527646
"27",-1.09278175798936,0.180513970591288,1.23178561209885,2.28966210986672,3.59048276101956
"28",-1.08805121500795,0.182458702926176,1.22892017835262,2.28366883665518,3.58585107940952
"29",-1.08224688395649,0.184844870922314,1.22540431851899,2.27631514767883,3.58016805031744
"30",-1.07735742511382,0.186854933769063,1.22244262460614,2.27012053899013,3.57538077395498
"31",-1.06925034755977,0.190187763820649,1.21753192119317,2.25984942829572,3.56744312236933
"32",-1.06414392923985,0.192287018983532,1.21443880833135,2.25337994685607,3.56244342066469
"33",-1.0592662264281,0.194292248903887,1.21148423540957,2.24720023226766,3.55766765465187
"34",-1.05348849041274,0.196667483633325,1.20798448500869,2.23988023740679,3.55201066480346
"35",-1.04858322696022,0.198684043764654,1.20501321777195,2.23366560538813,3.54720791412781
"36",-1.04466124826,0.200296374264917,1.20263755601132,2.22869672764535,3.54336789900262
"37",-1.04029214045493,0.202092520115302,1.19999105455641,2.2231613680284,3.53909009911228
"38",-1.03092102886456,0.205944996164515,1.19431468730993,2.21128881305201,3.52991482994572
"39",-1.02743076151996,0.207379849565322,1.19220052624881,2.20686688396768,3.526497504046
"40",-1.02207576725491,0.209581294603134,1.18895684339159,2.20008247391118,3.52125442127121
"41",-1.01722412861075,0.211575809495228,1.18601805834108,2.19393578086995,3.51650417472673
"42",-1.00890361653733,0.214996382715565,1.18097807117962,2.18339426338146,3.50835754909737
"43",-1.42304039587707,-0.47207288922599,0.433019355710556,1.57114783531745,3.15780629021439
"44",-1.38816307387606,-0.407385708986185,0.509198997072845,1.63772195394163,3.19731169584371
"45",-1.36111365868293,-0.357216994964786,0.568280790832722,1.6893540996966,3.22795046216898
"46",-1.31038812013526,-0.263136031886529,0.67907637660542,1.78617942387376,3.28540708037899
"47",-1.27950268091695,-0.205852621122335,0.746536879168196,1.84513380354886,3.32039089601409
"48",-1.2337012602609,-0.120904449608099,0.846577122335204,1.93255993075735,3.37226998518596
"49",-1.21039786764565,-0.0776835066554259,0.897476789342958,1.97704163753769,3.39866564640512
"50",-1.18707647033524,-0.0344291703364341,0.948415782453846,2.02155771177709,3.42508170146434
"51",-1.15265413591203,0.0294141409391368,1.02360163132045,2.08726334562567,3.46407174434101
"52",-1.11712925324984,0.095302354967863,1.10119568468631,2.15507353246606,3.50431063925677
"53",-1.08334766690878,0.157957266691289,1.1749820004285,2.219556100908,3.54257490926804
"54",-1.05242274067589,0.215313913606841,1.24252875044225,2.27858585306554,3.57760345159441
"55",-1.02652956828515,0.263338136300909,1.29908505802693,2.32801095226054,3.60693254612215
"56",-0.984412750258407,0.341452452077853,1.39107732822132,2.40840387877574,3.65463810023413
"57",-0.933975914203443,0.434997955126704,1.50124232303197,2.50467812349107,3.71176770600862
"58",-0.866233455005771,0.560640301078639,1.64920655369208,2.63398548266346,3.78849932298104
"59",-0.827237588944585,0.632966167883972,1.73438198684701,2.70842110996913,3.83266978699552
"60",-0.776796127012486,0.726520249823969,1.84455708470425,2.80470418384293,3.8898046323776
"61",-0.76167471174509,0.754566029355476,1.87758553670077,2.83356806456942,3.90693259992331
"62",-0.714865717132673,0.841382952089649,1.9798265374135,2.92291745491612,3.95995296383122
"63",-0.660968003256188,0.941347364651127,2.09755083878711,3.02579785009725,4.02100269210522
